App,Genres,Content Rating,Required Version,Last Updated,Current Version,Price($),Rating,Reviews,Size(kb)
Webkinz®: Family Pet Game,"Games, Role Playing, Family",4+,12.0,2025-09-19,2.62.1,0.0,4.43692,2671,668748.0
Family Nest | Ex Family360,"Lifestyle, Utilities",4+,14.0,2025-09-16,2.5.4,0.0,4.66952,38574,114063.0
Family Tree Photo,Utilities,4+,15.6,2025-09-16,8.8,0.0,4.65308,2061,5308.0
AMBOSS Medical Knowledge,"Medical, Education",17+,16.0,2025-09-03,2.27.0,0.0,4.92049,12476,61947.0
MyChart,Medical,17+,16.2,2025-09-22,11.5.2,0.0,4.61588,537345,129053.0
OpenEvidence,"Medical, Education",17+,15.1,2025-09-22,2.7.12,0.0,4.93746,4573,36975.0
Medical Dictionary by Farlex,"Medical, Reference",17+,15.0,2024-07-01,5.0.11,0.0,4.76315,6409,36025.0
Osmosis: Medical School Notes,"Education, Medical",17+,15.1,2025-09-22,5.6.12,0.0,4.80844,3576,50357.0
MDCalc Medical Calculator,"Medical, Reference",17+,12.4,2025-08-27,5.4.6,0.0,4.91624,50752,55741.0
healow,"Medical, Health & Fitness",12+,15.0,2025-08-08,7.4.1,0.0,4.69731,546722,83382.0
Figure 1 - Medical Cases,"Medical, Education",17+,15.1,2025-08-19,10.2.3,0.0,4.70815,1350,90082.0
WebMD: Symptom Checker,"Medical, Health & Fitness",17+,15.0,2025-08-23,11.22,0.0,4.7364,131886,141326.0
Prognosis: Your Diagnosis,"Medical, Health & Fitness",17+,15.6,2025-09-22,6.0.15,0.0,4.79929,2835,89723.0
epocrates: Drug Checker App,"Medical, Health & Fitness",12+,17.0,2025-09-19,25.9.1,0.0,4.49169,6860,211680.0
Drugs.com Medication Guide,"Medical, Health & Fitness",17+,15.1,2025-08-25,3.1.29,0.0,4.82459,9167,47003.0
Medical Findings,"Medical, Games, Puzzle, Word",17+,13.0,2025-07-24,3.4,0.0,4.79474,1486,510120.0
Complete Anatomy for iPhone,"Medical, Education",12+,15.0,2025-09-11,11.5,0.0,4.54284,3618,1469796.0
3D Bones and Muscles (Anatomy),"Medical, Education",12+,12.0,2025-04-09,5.9,0.0,4.69369,2344,94942.0
Pathway – Medical Knowledge,"Medical, Education",17+,15.6,2025-05-05,2.3.143,0.0,4.77942,1342,386142.0
Teladoc Health,"Medical, Health & Fitness",12+,15.0,2025-08-22,5.20.2,0.0,4.7843,659862,246639.0
UWorld Medical Prep App,"Education, Medical",17+,15.0,2025-09-09,10.8.2,0.0,4.74219,4096,133764.0
UpToDate,"Medical, Health & Fitness",17+,16.0,2025-08-18,3.74.1,0.0,3.72653,490,52405.0
Touch Surgery: Surgical Videos,"Medical, Education",12+,17.0,2025-09-16,7.61.0,0.0,4.80604,6826,83879.0
Skyscape Medical Library,"Medical, Reference",17+,13.0,2025-06-18,3.3.0,0.0,4.82192,2920,135372.0
ICD10 Consult,"Medical, Reference",17+,13.0,2024-09-27,11.6,0.0,4.82857,13702,82998.0
Medisafe Medication Management,"Medical, Health & Fitness",12+,16.6,2025-09-20,9.49.1,0.0,4.7108,96629,229320.0
FollowMyHealth®,"Medical, Health & Fitness",12+,17.0,2025-09-11,25.6,0.0,4.77809,97891,72077.0
Nursing Central,"Medical, Health & Fitness",17+,14.0,2025-09-23,1.64,0.0,4.85409,9869,11755.0
Medscape,"Medical, Health & Fitness",17+,16.0,2025-09-25,12.25,0.0,3.62649,1344,257027.0
AudioDigest,"Medical, Education",17+,14.2,2025-05-27,4.0.5,0.0,4.72053,2494,199737.0
USMLE-Rx,"Medical, Education",17+,12.0,2025-07-29,4.14,0.0,4.72804,4986,45557.0
ECG for Doctors,"Medical, Education",12+,13.0,2023-04-16,5.4.1,0.0,4.53672,3527,151978.0
Doctor On Demand,"Medical, Health & Fitness",17+,16.6,2025-09-23,2025.39.1,0.0,4.90247,132521,232662.0
Amwell: Doctor Visits 24/7,"Medical, Health & Fitness",4+,13.0,2025-09-18,12.22.400,0.0,4.88665,49484,88947.0
K Health | Primary Care,"Medical, Health & Fitness",17+,13.0,2025-09-22,5.0.1,0.0,4.68164,43429,269828.0
MPR Drug and Medical Guide,"Medical, Health & Fitness",17+,14.3,2024-11-25,7.12.1.1713,0.0,4.79342,5741,189037.0
Smart Medical Reference,"Medical, Health & Fitness",17+,13.0,2022-08-31,3.0.8,0.0,4.55683,1830,83692.0
Doximity,"Medical, Productivity",17+,18.0,2025-09-25,20.0.0,0.0,4.82362,184926,263139.0
Labcorp | Patient,Medical,17+,14.0,2025-07-23,7.4.0,0.0,4.75084,20031,36487.0
BoardVitals Medical Exam Prep,"Medical, Education",17+,15.5,2025-07-09,1.8.3,0.0,4.91316,9535,46645.0
Calculate by QxMD,Medical,17+,16.0,2024-11-04,9.4.0,0.0,4.78763,5043,116943.0
Klara – Patient communication,"Medical, Health & Fitness",12+,13.2,2025-06-05,1.29.0,0.0,4.68557,12451,41156.0
Circle Medical,"Medical, Health & Fitness",17+,15.0,2025-09-22,6.33.0,0.0,4.83221,29006,297707.0
Pocket Prep Medical 2025,"Education, Medical",12+,15.0,2025-09-24,3.23.5,0.0,4.86014,6535,76025.0
SMC Healthcare,"Medical, Utilities",12+,15.0,2025-09-24,2.7.2,0.0,4.60491,1549,132595.0
Pocket Pharmacist,"Medical, Health & Fitness",17+,17.6,2025-09-18,3.5.41,0.0,4.71326,3749,47860.0
MDLIVE,"Medical, Health & Fitness",17+,13.0,2025-09-12,7.6.0,0.0,4.70946,90758,104756.0
98point6 by Transcarent,"Medical, Health & Fitness",17+,15.0,2025-09-19,5.18.0,0.0,4.76234,50813,156302.0
Express Scripts,"Medical, Health & Fitness",4+,16.0,2025-08-14,12.26.0,0.0,4.75441,373353,45373.0
Critical- Medical Guide,"Medical, Health & Fitness",17+,15.0,2022-08-18,33,14.99,4.8258,1062,369557.0
